"province","date_recovered","recovered","cumulative_recovered"
"PEI","10-07-2020",0,27
"PEI","11-07-2020",0,27
"PEI","12-07-2020",0,27
"PEI","13-07-2020",0,27
"PEI","14-07-2020",0,27
"PEI","15-07-2020",0,27
"PEI","16-07-2020",0,27
"PEI","17-07-2020",2,29
"PEI","18-07-2020",0,29
"PEI","19-07-2020",0,29
"PEI","20-07-2020",2,31
"PEI","21-07-2020",2,33
"PEI","22-07-2020",1,34
"PEI","23-07-2020",0,34
"PEI","24-07-2020",0,34
"PEI","25-07-2020",0,34
"PEI","26-07-2020",0,34
"PEI","27-07-2020",0,34
"PEI","28-07-2020",2,36
"PEI","29-07-2020",0,36
"PEI","30-07-2020",0,36
"PEI","31-07-2020",0,36
"PEI","01-08-2020",0,36
"PEI","02-08-2020",0,36
"PEI","03-08-2020",0,36
"PEI","04-08-2020",0,36
"PEI","05-08-2020",0,36
"PEI","06-08-2020",0,36
"PEI","07-08-2020",0,36
"PEI","08-08-2020",0,36
"PEI","09-08-2020",0,36
"PEI","10-08-2020",0,36
"PEI","11-08-2020",0,36
"PEI","12-08-2020",0,36
"PEI","13-08-2020",0,36
"PEI","14-08-2020",0,36
"PEI","15-08-2020",0,36
"PEI","16-08-2020",0,36
"PEI","17-08-2020",0,36
"PEI","18-08-2020",0,36
"PEI","19-08-2020",0,36
"PEI","20-08-2020",0,36
"PEI","21-08-2020",0,36
"PEI","22-08-2020",0,36
"PEI","23-08-2020",0,36
"PEI","24-08-2020",0,36
"PEI","25-08-2020",5,41
"PEI","26-08-2020",0,41
"PEI","27-08-2020",0,41
"PEI","28-08-2020",0,41
"PEI","29-08-2020",0,41
"PEI","30-08-2020",0,41
"PEI","31-08-2020",0,41
"PEI","01-09-2020",3,44
"PEI","02-09-2020",0,44
"PEI","03-09-2020",0,44
"PEI","04-09-2020",0,44
"PEI","05-09-2020",0,44
"PEI","06-09-2020",0,44
"PEI","07-09-2020",0,44
"PEI","08-09-2020",0,44
"PEI","09-09-2020",0,44
"PEI","10-09-2020",0,44
"PEI","11-09-2020",3,47
"PEI","12-09-2020",0,47
"PEI","13-09-2020",0,47
"PEI","14-09-2020",0,47
"PEI","15-09-2020",9,56
"PEI","16-09-2020",0,56
"PEI","17-09-2020",0,56
"PEI","18-09-2020",0,56
"PEI","19-09-2020",0,56
"PEI","20-09-2020",0,56
"PEI","21-09-2020",0,56
"PEI","22-09-2020",0,56
"PEI","23-09-2020",1,57
"PEI","24-09-2020",0,57
"PEI","25-09-2020",0,57
"PEI","26-09-2020",0,57
"PEI","27-09-2020",0,57
"PEI","28-09-2020",0,57
"PEI","29-09-2020",0,57
"PEI","30-09-2020",0,57
"PEI","01-10-2020",0,57
"PEI","02-10-2020",0,57
"PEI","03-10-2020",0,57
"PEI","04-10-2020",0,57
"PEI","05-10-2020",0,57
"PEI","06-10-2020",1,58
"PEI","07-10-2020",0,58
"PEI","08-10-2020",0,58
"PEI","09-10-2020",0,58
"PEI","10-10-2020",0,58
"PEI","11-10-2020",0,58
"PEI","12-10-2020",0,58
"PEI","13-10-2020",2,60
"PEI","14-10-2020",0,60
"PEI","15-10-2020",0,60
"PEI","16-10-2020",0,60
"PEI","17-10-2020",0,60
"PEI","18-10-2020",0,60
"Quebec","12-02-2020",0,0
"Quebec","13-02-2020",0,0
"Quebec","14-02-2020",0,0
"Quebec","15-02-2020",0,0
"Quebec","16-02-2020",0,0
"Quebec","17-02-2020",0,0
"Quebec","18-02-2020",0,0
"Quebec","19-02-2020",0,0
"Quebec","20-02-2020",0,0
"Quebec","21-02-2020",0,0
"Quebec","22-02-2020",0,0
"Quebec","23-02-2020",0,0
"Quebec","24-02-2020",0,0
"Quebec","25-02-2020",0,0
"Quebec","26-02-2020",0,0
"Quebec","27-02-2020",0,0
"Quebec","28-02-2020",0,0
"Quebec","29-02-2020",0,0
"Quebec","01-03-2020",0,0
"Quebec","02-03-2020",0,0
"Quebec","03-03-2020",0,0
"Quebec","04-03-2020",0,0
"Quebec","05-03-2020",0,0
"Quebec","06-03-2020",0,0
"Quebec","07-03-2020",0,0
"Quebec","08-03-2020",0,0
"Quebec","09-03-2020",0,0
"Quebec","10-03-2020",0,0
"Quebec","11-03-2020",0,0
"Quebec","12-03-2020",0,0
"Quebec","13-03-2020",0,0
"Quebec","14-03-2020",0,0
"Quebec","15-03-2020",0,0
"Quebec","16-03-2020",0,0
"Quebec","17-03-2020",0,0
"Quebec","18-03-2020",1,1
"Quebec","19-03-2020",0,1
"Quebec","20-03-2020",0,1
"Quebec","21-03-2020",0,1
"Quebec","22-03-2020",0,1
"Quebec","23-03-2020",0,1
"Quebec","24-03-2020",0,1
"Quebec","25-03-2020",0,1
"Quebec","26-03-2020",0,1
"Quebec","27-03-2020",28,29
"Quebec","28-03-2020",0,29
"Quebec","29-03-2020",55,84
"Quebec","30-03-2020",0,84
"Quebec","31-03-2020",0,84
"Quebec","01-04-2020",71,155
"Quebec","02-04-2020",69,224
"Quebec","03-04-2020",82,306
"Quebec","04-04-2020",131,437
"Quebec","05-04-2020",27,464
"Quebec","06-04-2020",147,611
"Quebec","07-04-2020",109,720
"Quebec","08-04-2020",107,827
"Quebec","09-04-2020",285,1112
"Quebec","10-04-2020",229,1341
"Quebec","11-04-2020",222,1563
"Quebec","12-04-2020",182,1745
"Quebec","13-04-2020",237,1982
"Quebec","14-04-2020",164,2146
"Quebec","15-04-2020",345,2491
"Quebec","16-04-2020",350,2841
"Quebec","17-04-2020",227,3068
"Quebec","18-04-2020",247,3315
"Quebec","19-04-2020",240,3555
"Quebec","20-04-2020",292,3847
"Quebec","21-04-2020",201,4048
"Quebec","22-04-2020",243,4291
"Quebec","23-04-2020",193,4484
"Quebec","24-04-2020",240,4724
"Quebec","25-04-2020",333,5057
"Quebec","26-04-2020",285,5342
"Quebec","27-04-2020",175,5517
"Quebec","28-04-2020",324,5841
"Quebec","29-04-2020",207,6048
"Quebec","30-04-2020",251,6299
"Quebec","01-05-2020",401,6700
"Quebec","02-05-2020",265,6965
"Quebec","03-05-2020",293,7258
"Quebec","04-05-2020",320,7578
"Quebec","05-05-2020",345,7923
"Quebec","06-05-2020",361,8284
"Quebec","07-05-2020",389,8673
"Quebec","08-05-2020",255,8928
"Quebec","09-05-2020",340,9268
"Quebec","10-05-2020",258,9526
"Quebec","11-05-2020",177,9703
"Quebec","12-05-2020",353,10056
"Quebec","13-05-2020",414,10470
"Quebec","14-05-2020",359,10829
"Quebec","15-05-2020",210,11039
"Quebec","16-05-2020",419,11458
"Quebec","17-05-2020",296,11754
"Quebec","18-05-2020",291,12045
"Quebec","19-05-2020",452,12497
"Quebec","20-05-2020",325,12822
"Quebec","21-05-2020",505,13327
"Quebec","22-05-2020",492,13819
"Quebec","23-05-2020",225,14044
"Quebec","24-05-2020",287,14331
"Quebec","25-05-2020",323,14654
"Quebec","26-05-2020",345,14999
"Quebec","27-05-2020",320,15319
"Quebec","28-05-2020",299,15618
"Quebec","29-05-2020",290,15908
"Quebec","30-05-2020",162,16070
"Quebec","31-05-2020",276,16346
"Quebec","01-06-2020",251,16597
"Quebec","02-06-2020",206,16803
"Quebec","03-06-2020",295,17098
"Quebec","04-06-2020",238,17336
"Quebec","05-06-2020",428,17764
"Quebec","06-06-2020",648,18412
"Quebec","07-06-2020",302,18714
"Quebec","08-06-2020",280,18994
"Quebec","09-06-2020",367,19361
"Quebec","10-06-2020",480,19841
"Quebec","11-06-2020",458,20299
"Quebec","12-06-2020",524,20823
"Quebec","13-06-2020",458,21281
"Quebec","14-06-2020",461,21742
"Quebec","15-06-2020",471,22213
"Quebec","16-06-2020",137,22350
"Quebec","17-06-2020",199,22549
"Quebec","18-06-2020",205,22754
"Quebec","19-06-2020",218,22972
"Quebec","20-06-2020",229,23201
"Quebec","21-06-2020",121,23322
"Quebec","22-06-2020",184,23506
"Quebec","23-06-2020",114,23620
"Quebec","24-06-2020",90,23710
"Quebec","25-06-2020",76,23786
"Quebec","26-06-2020",0,23786
"Quebec","27-06-2020",0,23786
"Quebec","28-06-2020",0,23786
"Quebec","29-06-2020",816,24602
"Quebec","30-06-2020",196,24798
"Quebec","01-07-2020",151,24949
"Quebec","02-07-2020",85,25034
"Quebec","03-07-2020",124,25158
"Quebec","04-07-2020",122,25280
"Quebec","05-07-2020",66,25346
"Quebec","06-07-2020",32,25378
"Quebec","07-07-2020",80,25458
"Quebec","08-07-2020",76,25534
"Quebec","09-07-2020",82,25616
"Quebec","10-07-2020",59,25675
"Quebec","11-07-2020",98,25773
"Quebec","12-07-2020",89,25862
"Quebec","13-07-2020",49,25911
"Quebec","14-07-2020",114,26025
"Quebec","15-07-2020",72,26097
"Quebec","16-07-2020",156,26253
"Quebec","17-07-2020",23686,49939
"Quebec","18-07-2020",88,50027
"Quebec","19-07-2020",23,50050
"Quebec","20-07-2020",140,50190
"Quebec","21-07-2020",108,50298
"Quebec","22-07-2020",75,50373
"Quebec","23-07-2020",132,50505
"Quebec","24-07-2020",110,50615
"Quebec","25-07-2020",88,50703
"Quebec","26-07-2020",109,50812
"Quebec","27-07-2020",74,50886
"Quebec","28-07-2020",0,50886
"Quebec","29-07-2020",0,50886
"Quebec","30-07-2020",0,50886
"Quebec","31-07-2020",0,50886
"Quebec","01-08-2020",0,50886
"Quebec","02-08-2020",0,50886
"Quebec","03-08-2020",0,50886
"Quebec","04-08-2020",0,50886
"Quebec","05-08-2020",0,50886
"Quebec","06-08-2020",0,50886
"Quebec","07-08-2020",0,50886
"Quebec","08-08-2020",0,50886
"Quebec","09-08-2020",0,50886
"Quebec","10-08-2020",2155,53041
"Quebec","11-08-2020",94,53135
"Quebec","12-08-2020",135,53270
"Quebec","13-08-2020",171,53441
"Quebec","14-08-2020",157,53598
"Quebec","15-08-2020",111,53709
"Quebec","16-08-2020",138,53847
"Quebec","17-08-2020",83,53930
"Quebec","18-08-2020",153,54083
"Quebec","19-08-2020",155,54238
"Quebec","20-08-2020",145,54383
"Quebec","21-08-2020",89,54472
"Quebec","22-08-2020",104,54576
"Quebec","23-08-2020",106,54682
"Quebec","24-08-2020",79,54761
"Quebec","25-08-2020",89,54850
"Quebec","26-08-2020",72,54922
"Quebec","27-08-2020",86,55008
"Quebec","28-08-2020",98,55106
"Quebec","29-08-2020",129,55235
"Quebec","30-08-2020",65,55300
"Quebec","31-08-2020",53,55353
"Quebec","01-09-2020",85,55438
"Quebec","02-09-2020",77,55515
"Quebec","03-09-2020",100,55615
"Quebec","04-09-2020",109,55724
"Quebec","05-09-2020",86,55810
"Quebec","06-09-2020",61,55871
"Quebec","07-09-2020",89,55960
"Quebec","08-09-2020",202,56162
"Quebec","09-09-2020",238,56400
"Quebec","10-09-2020",224,56624
"Quebec","11-09-2020",219,56843
"Quebec","12-09-2020",211,57054
"Quebec","13-09-2020",214,57268
"Quebec","14-09-2020",160,57428
"Quebec","15-09-2020",200,57628
"Quebec","16-09-2020",176,57804
"Quebec","17-09-2020",208,58012
"Quebec","18-09-2020",206,58218
"Quebec","19-09-2020",272,58490
"Quebec","20-09-2020",306,58796
"Quebec","21-09-2020",335,59131
"Quebec","22-09-2020",319,59450
"Quebec","23-09-2020",236,59686
"Quebec","24-09-2020",257,59943
"Quebec","25-09-2020",313,60256
"Quebec","26-09-2020",404,60660
"Quebec","27-09-2020",469,61129
"Quebec","28-09-2020",500,61629
"Quebec","29-09-2020",466,62095
"Quebec","30-09-2020",469,62564
"Quebec","01-10-2020",580,63144
"Quebec","02-10-2020",539,63683
"Quebec","03-10-2020",795,64478
"Quebec","04-10-2020",826,65304
"Quebec","05-10-2020",876,66180
"Quebec","06-10-2020",853,67033
"Quebec","07-10-2020",702,67735
"Quebec","08-10-2020",850,68585
"Quebec","09-10-2020",901,69486
"Quebec","10-10-2020",1210,70696
"Quebec","11-10-2020",1143,71839
"Quebec","12-10-2020",1018,72857
"Quebec","13-10-2020",877,73734
"Quebec","14-10-2020",749,74483
"Quebec","15-10-2020",984,75467
"Quebec","16-10-2020",1045,76512
"Quebec","17-10-2020",1090,77602
"Quebec","18-10-2020",957,78559
"Repatriated","12-02-2020",0,0
"Repatriated","13-02-2020",0,0
"Repatriated","14-02-2020",0,0
"Repatriated","15-02-2020",0,0
"Repatriated","16-02-2020",0,0
"Repatriated","17-02-2020",0,0
"Repatriated","18-02-2020",0,0
"Repatriated","19-02-2020",0,0
"Repatriated","20-02-2020",0,0
"Repatriated","21-02-2020",0,0
"Repatriated","22-02-2020",0,0
"Repatriated","23-02-2020",0,0
"Repatriated","24-02-2020",0,0
"Repatriated","25-02-2020",0,0
"Repatriated","26-02-2020",0,0
"Repatriated","27-02-2020",0,0
"Repatriated","28-02-2020",0,0
"Repatriated","29-02-2020",0,0
"Repatriated","01-03-2020",0,0
"Repatriated","02-03-2020",0,0
"Repatriated","03-03-2020",0,0
"Repatriated","04-03-2020",0,0
"Repatriated","05-03-2020",0,0
"Repatriated","06-03-2020",0,0
"Repatriated","07-03-2020",0,0
"Repatriated","08-03-2020",0,0
"Repatriated","09-03-2020",0,0
"Repatriated","10-03-2020",0,0
"Repatriated","11-03-2020",0,0
"Repatriated","12-03-2020",0,0
"Repatriated","13-03-2020",0,0
"Repatriated","14-03-2020",0,0
"Repatriated","15-03-2020",0,0
"Repatriated","16-03-2020",0,0
"Repatriated","17-03-2020",0,0
"Repatriated","18-03-2020",0,0
"Repatriated","19-03-2020",0,0
"Repatriated","20-03-2020",0,0
"Repatriated","21-03-2020",0,0
"Repatriated","22-03-2020",0,0
"Repatriated","23-03-2020",0,0
"Repatriated","24-03-2020",0,0
"Repatriated","25-03-2020",1,1
"Repatriated","26-03-2020",0,1
"Repatriated","27-03-2020",1,2
"Repatriated","28-03-2020",2,4
"Repatriated","29-03-2020",0,4
"Repatriated","30-03-2020",4,8
"Repatriated","31-03-2020",1,9
"Repatriated","01-04-2020",0,9
"Repatriated","02-04-2020",1,10
"Repatriated","03-04-2020",2,12
"Repatriated","04-04-2020",1,13
"Repatriated","05-04-2020",0,13
"Repatriated","06-04-2020",0,13
"Repatriated","07-04-2020",0,13
"Repatriated","08-04-2020",0,13
"Repatriated","09-04-2020",0,13
"Repatriated","10-04-2020",0,13
"Repatriated","11-04-2020",0,13
"Repatriated","12-04-2020",0,13
"Repatriated","13-04-2020",0,13
"Repatriated","14-04-2020",0,13
"Repatriated","15-04-2020",0,13
"Repatriated","16-04-2020",0,13
"Repatriated","17-04-2020",0,13
"Repatriated","18-04-2020",0,13
"Repatriated","19-04-2020",0,13
"Repatriated","20-04-2020",0,13
"Repatriated","21-04-2020",0,13
"Repatriated","22-04-2020",0,13
"Repatriated","23-04-2020",0,13
"Repatriated","24-04-2020",0,13
"Repatriated","25-04-2020",0,13
"Repatriated","26-04-2020",0,13
"Repatriated","27-04-2020",0,13
"Repatriated","28-04-2020",0,13
"Repatriated","29-04-2020",0,13
"Repatriated","30-04-2020",0,13
"Repatriated","01-05-2020",0,13
"Repatriated","02-05-2020",0,13
"Repatriated","03-05-2020",0,13
"Repatriated","04-05-2020",0,13
"Repatriated","05-05-2020",0,13
"Repatriated","06-05-2020",0,13
"Repatriated","07-05-2020",0,13
"Repatriated","08-05-2020",0,13
"Repatriated","09-05-2020",0,13
"Repatriated","10-05-2020",0,13
"Repatriated","11-05-2020",0,13
"Repatriated","12-05-2020",0,13
"Repatriated","13-05-2020",0,13
"Repatriated","14-05-2020",0,13
"Repatriated","15-05-2020",0,13
"Repatriated","16-05-2020",0,13
"Repatriated","17-05-2020",0,13
"Repatriated","18-05-2020",0,13
"Repatriated","19-05-2020",0,13
"Repatriated","20-05-2020",0,13
"Repatriated","21-05-2020",0,13
"Repatriated","22-05-2020",0,13
"Repatriated","23-05-2020",0,13
"Repatriated","24-05-2020",0,13
"Repatriated","25-05-2020",0,13
"Repatriated","26-05-2020",0,13
"Repatriated","27-05-2020",0,13
"Repatriated","28-05-2020",0,13
"Repatriated","29-05-2020",0,13
"Repatriated","30-05-2020",0,13
"Repatriated","31-05-2020",0,13
"Repatriated","01-06-2020",0,13
"Repatriated","02-06-2020",0,13
"Repatriated","03-06-2020",0,13
"Repatriated","04-06-2020",0,13
"Repatriated","05-06-2020",0,13
"Repatriated","06-06-2020",0,13
"Repatriated","07-06-2020",0,13
"Repatriated","08-06-2020",0,13
"Repatriated","09-06-2020",0,13
"Repatriated","10-06-2020",0,13
"Repatriated","11-06-2020",0,13
"Repatriated","12-06-2020",0,13
"Repatriated","13-06-2020",0,13
"Repatriated","14-06-2020",0,13
"Repatriated","15-06-2020",0,13
"Repatriated","16-06-2020",0,13
"Repatriated","17-06-2020",0,13
"Repatriated","18-06-2020",0,13
"Repatriated","19-06-2020",0,13
"Repatriated","20-06-2020",0,13
"Repatriated","21-06-2020",0,13
"Repatriated","22-06-2020",0,13
"Repatriated","23-06-2020",0,13
"Repatriated","24-06-2020",0,13
"Repatriated","25-06-2020",0,13
"Repatriated","26-06-2020",0,13
"Repatriated","27-06-2020",0,13
"Repatriated","28-06-2020",0,13
"Repatriated","29-06-2020",0,13
"Repatriated","30-06-2020",0,13
"Repatriated","01-07-2020",0,13
"Repatriated","02-07-2020",0,13
"Repatriated","03-07-2020",0,13
"Repatriated","04-07-2020",0,13
"Repatriated","05-07-2020",0,13
"Repatriated","06-07-2020",0,13
"Repatriated","07-07-2020",0,13
"Repatriated","08-07-2020",0,13
"Repatriated","09-07-2020",0,13
"Repatriated","10-07-2020",0,13
"Repatriated","11-07-2020",0,13
"Repatriated","12-07-2020",0,13
"Repatriated","13-07-2020",0,13
"Repatriated","14-07-2020",0,13
"Repatriated","15-07-2020",0,13
"Repatriated","16-07-2020",0,13
"Repatriated","17-07-2020",0,13
"Repatriated","18-07-2020",0,13
"Repatriated","19-07-2020",0,13
"Repatriated","20-07-2020",0,13
"Repatriated","21-07-2020",0,13
"Repatriated","22-07-2020",0,13
"Repatriated","23-07-2020",0,13
"Repatriated","24-07-2020",0,13
"Repatriated","25-07-2020",0,13
"Repatriated","26-07-2020",0,13
"Repatriated","27-07-2020",0,13
"Repatriated","28-07-2020",0,13
"Repatriated","29-07-2020",0,13
"Repatriated","30-07-2020",0,13
"Repatriated","31-07-2020",0,13
"Repatriated","01-08-2020",0,13
"Repatriated","02-08-2020",0,13
"Repatriated","03-08-2020",0,13
"Repatriated","04-08-2020",0,13
"Repatriated","05-08-2020",0,13
"Repatriated","06-08-2020",0,13
"Repatriated","07-08-2020",0,13
"Repatriated","08-08-2020",0,13
"Repatriated","09-08-2020",0,13
"Repatriated","10-08-2020",0,13
"Repatriated","11-08-2020",0,13
"Repatriated","12-08-2020",0,13
"Repatriated","13-08-2020",0,13
"Repatriated","14-08-2020",0,13
"Repatriated","15-08-2020",0,13
"Repatriated","16-08-2020",0,13
"Repatriated","17-08-2020",0,13
"Repatriated","18-08-2020",0,13
"Repatriated","19-08-2020",0,13
"Repatriated","20-08-2020",0,13
"Repatriated","21-08-2020",0,13
"Repatriated","22-08-2020",0,13
"Repatriated","23-08-2020",0,13
"Repatriated","24-08-2020",0,13
"Repatriated","25-08-2020",0,13
"Repatriated","26-08-2020",0,13
"Repatriated","27-08-2020",0,13
"Repatriated","28-08-2020",0,13
"Repatriated","29-08-2020",0,13
"Repatriated","30-08-2020",0,13
"Repatriated","31-08-2020",0,13
"Repatriated","01-09-2020",0,13
"Repatriated","02-09-2020",0,13
"Repatriated","03-09-2020",0,13
"Repatriated","04-09-2020",0,13
"Repatriated","05-09-2020",0,13
"Repatriated","06-09-2020",0,13
"Repatriated","07-09-2020",0,13
"Repatriated","08-09-2020",0,13
"Repatriated","09-09-2020",0,13
"Repatriated","10-09-2020",0,13
"Repatriated","11-09-2020",0,13
"Repatriated","12-09-2020",0,13
"Repatriated","13-09-2020",0,13
"Repatriated","14-09-2020",0,13
"Repatriated","15-09-2020",0,13
"Repatriated","16-09-2020",0,13
"Repatriated","17-09-2020",0,13
"Repatriated","18-09-2020",0,13
"Repatriated","19-09-2020",0,13
"Repatriated","20-09-2020",0,13
"Repatriated","21-09-2020",0,13
"Repatriated","22-09-2020",0,13
"Repatriated","23-09-2020",0,13
"Repatriated","24-09-2020",0,13
"Repatriated","25-09-2020",0,13
"Repatriated","26-09-2020",0,13
"Repatriated","27-09-2020",0,13
"Repatriated","28-09-2020",0,13
"Repatriated","29-09-2020",0,13
"Repatriated","30-09-2020",0,13
"Repatriated","01-10-2020",0,13
"Repatriated","02-10-2020",0,13
"Repatriated","03-10-2020",0,13
"Repatriated","04-10-2020",0,13
"Repatriated","05-10-2020",0,13
"Repatriated","06-10-2020",0,13
"Repatriated","07-10-2020",0,13
"Repatriated","08-10-2020",0,13
"Repatriated","09-10-2020",0,13
"Repatriated","10-10-2020",0,13
"Repatriated","11-10-2020",0,13
"Repatriated","12-10-2020",0,13
"Repatriated","13-10-2020",0,13
"Repatriated","14-10-2020",0,13
"Repatriated","15-10-2020",0,13
"Repatriated","16-10-2020",0,13
"Repatriated","17-10-2020",0,13
"Repatriated","18-10-2020",0,13
"Saskatchewan","12-02-2020",0,0
"Saskatchewan","13-02-2020",0,0
"Saskatchewan","14-02-2020",0,0
"Saskatchewan","15-02-2020",0,0
"Saskatchewan","16-02-2020",0,0
"Saskatchewan","17-02-2020",0,0
"Saskatchewan","18-02-2020",0,0
"Saskatchewan","19-02-2020",0,0
"Saskatchewan","20-02-2020",0,0
"Saskatchewan","21-02-2020",0,0
"Saskatchewan","22-02-2020",0,0
"Saskatchewan","23-02-2020",0,0
"Saskatchewan","24-02-2020",0,0
"Saskatchewan","25-02-2020",0,0
"Saskatchewan","26-02-2020",0,0
"Saskatchewan","27-02-2020",0,0
"Saskatchewan","28-02-2020",0,0
"Saskatchewan","29-02-2020",0,0
"Saskatchewan","01-03-2020",0,0
"Saskatchewan","02-03-2020",0,0
"Saskatchewan","03-03-2020",0,0
"Saskatchewan","04-03-2020",0,0
"Saskatchewan","05-03-2020",0,0
"Saskatchewan","06-03-2020",0,0
"Saskatchewan","07-03-2020",0,0
"Saskatchewan","08-03-2020",0,0
"Saskatchewan","09-03-2020",0,0
"Saskatchewan","10-03-2020",0,0
"Saskatchewan","11-03-2020",0,0
"Saskatchewan","12-03-2020",0,0
"Saskatchewan","13-03-2020",0,0
"Saskatchewan","14-03-2020",0,0
"Saskatchewan","15-03-2020",0,0
"Saskatchewan","16-03-2020",0,0
"Saskatchewan","17-03-2020",0,0
"Saskatchewan","18-03-2020",0,0
"Saskatchewan","19-03-2020",0,0
"Saskatchewan","20-03-2020",0,0
"Saskatchewan","21-03-2020",0,0
"Saskatchewan","22-03-2020",0,0
"Saskatchewan","23-03-2020",0,0
"Saskatchewan","24-03-2020",0,0
"Saskatchewan","25-03-2020",0,0
"Saskatchewan","26-03-2020",3,3
"Saskatchewan","27-03-2020",0,3
"Saskatchewan","28-03-2020",1,4
"Saskatchewan","29-03-2020",4,8
"Saskatchewan","30-03-2020",6,14
"Saskatchewan","31-03-2020",7,21
"Saskatchewan","01-04-2020",9,30
"Saskatchewan","02-04-2020",6,36
"Saskatchewan","03-04-2020",12,48
"Saskatchewan","04-04-2020",7,55
"Saskatchewan","05-04-2020",12,67
"Saskatchewan","06-04-2020",14,81
"Saskatchewan","07-04-2020",7,88
"Saskatchewan","08-04-2020",15,103
"Saskatchewan","09-04-2020",12,115
"Saskatchewan","10-04-2020",21,136
"Saskatchewan","11-04-2020",11,147
"Saskatchewan","12-04-2020",17,164
"Saskatchewan","13-04-2020",14,178
"Saskatchewan","14-04-2020",9,187
"Saskatchewan","15-04-2020",18,205
"Saskatchewan","16-04-2020",14,219
"Saskatchewan","17-04-2020",9,228
"Saskatchewan","18-04-2020",6,234
"Saskatchewan","19-04-2020",0,234
"Saskatchewan","20-04-2020",4,238
"Saskatchewan","21-04-2020",14,252
"Saskatchewan","22-04-2020",9,261
"Saskatchewan","23-04-2020",9,270
"Saskatchewan","24-04-2020",10,280
"Saskatchewan","25-04-2020",8,288
"Saskatchewan","26-04-2020",0,288
"Saskatchewan","27-04-2020",0,288
"Saskatchewan","28-04-2020",3,291
"Saskatchewan","29-04-2020",0,291
"Saskatchewan","30-04-2020",4,295
"Saskatchewan","01-05-2020",2,297
"Saskatchewan","02-05-2020",5,302
"Saskatchewan","03-05-2020",3,305
"Saskatchewan","04-05-2020",2,307
"Saskatchewan","05-05-2020",3,310
"Saskatchewan","06-05-2020",2,312
"Saskatchewan","07-05-2020",17,329
"Saskatchewan","08-05-2020",6,335
"Saskatchewan","09-05-2020",5,340
"Saskatchewan","10-05-2020",9,349
"Saskatchewan","11-05-2020",14,363
"Saskatchewan","12-05-2020",11,374
"Saskatchewan","13-05-2020",11,385
"Saskatchewan","14-05-2020",13,398
"Saskatchewan","15-05-2020",10,408
"Saskatchewan","16-05-2020",25,433
"Saskatchewan","17-05-2020",11,444
"Saskatchewan","18-05-2020",11,455
"Saskatchewan","19-05-2020",15,470
"Saskatchewan","20-05-2020",24,494
"Saskatchewan","21-05-2020",15,509
"Saskatchewan","22-05-2020",12,521
"Saskatchewan","23-05-2020",14,535
"Saskatchewan","24-05-2020",3,538
"Saskatchewan","25-05-2020",8,546
"Saskatchewan","26-05-2020",3,549
"Saskatchewan","27-05-2020",10,559
"Saskatchewan","28-05-2020",9,568
"Saskatchewan","29-05-2020",2,570
"Saskatchewan","30-05-2020",10,580
"Saskatchewan","31-05-2020",2,582
"Saskatchewan","01-06-2020",6,588
"Saskatchewan","02-06-2020",14,602
"Saskatchewan","03-06-2020",0,602
"Saskatchewan","04-06-2020",6,608
"Saskatchewan","05-06-2020",3,611
"Saskatchewan","06-06-2020",0,611
"Saskatchewan","07-06-2020",12,623
"Saskatchewan","08-06-2020",1,624
"Saskatchewan","09-06-2020",0,624
"Saskatchewan","10-06-2020",0,624
"Saskatchewan","11-06-2020",2,626
"Saskatchewan","12-06-2020",1,627
"Saskatchewan","13-06-2020",0,627
"Saskatchewan","14-06-2020",1,628
"Saskatchewan","15-06-2020",1,629
"Saskatchewan","16-06-2020",2,631
"Saskatchewan","17-06-2020",2,633
"Saskatchewan","18-06-2020",3,636
"Saskatchewan","19-06-2020",0,636
"Saskatchewan","20-06-2020",3,639
"Saskatchewan","21-06-2020",4,643
"Saskatchewan","22-06-2020",0,643
"Saskatchewan","23-06-2020",-1,642
"Saskatchewan","24-06-2020",1,643
"Saskatchewan","25-06-2020",5,648
"Saskatchewan","26-06-2020",6,654
"Saskatchewan","27-06-2020",7,661
"Saskatchewan","28-06-2020",0,661
"Saskatchewan","29-06-2020",18,679
"Saskatchewan","30-06-2020",5,684
"Saskatchewan","01-07-2020",0,684
"Saskatchewan","02-07-2020",17,701
"Saskatchewan","03-07-2020",10,711
"Saskatchewan","04-07-2020",0,711
"Saskatchewan","05-07-2020",0,711
"Saskatchewan","06-07-2020",21,732
"Saskatchewan","07-07-2020",5,737
"Saskatchewan","08-07-2020",9,746
"Saskatchewan","09-07-2020",4,750
"Saskatchewan","10-07-2020",7,757
"Saskatchewan","11-07-2020",0,757
"Saskatchewan","12-07-2020",0,757
"Saskatchewan","13-07-2020",9,766
"Saskatchewan","14-07-2020",19,785
"Saskatchewan","15-07-2020",6,791
"Saskatchewan","16-07-2020",3,794
"Saskatchewan","17-07-2020",-1,793
"Saskatchewan","18-07-2020",0,793
"Saskatchewan","19-07-2020",6,799
"Saskatchewan","20-07-2020",3,802
"Saskatchewan","21-07-2020",11,813
"Saskatchewan","22-07-2020",12,825
"Saskatchewan","23-07-2020",13,838
"Saskatchewan","24-07-2020",10,848
"Saskatchewan","25-07-2020",14,862
"Saskatchewan","26-07-2020",11,873
"Saskatchewan","27-07-2020",13,886
"Saskatchewan","28-07-2020",21,907
"Saskatchewan","29-07-2020",22,929
"Saskatchewan","30-07-2020",55,984
